ASIA,宜蘭安永樂活股份有限公司,https://www.anti-a.org/food/tw/anyong-freshmart-inc
OCEANIA,Pic’s Peanut Butter,https://www.anti-a.org/food/8a29rmgbl5kmbpn-br3xb
ASIA,MARCO Creative Cuisine,https://www.anti-a.org/food/8a29rmgbl5kmbpn
ASIA,토속촌 삼계탕(Tosokchon Samgyetang),https://www.anti-a.org/food/tw/gu-wang-3gl6h-9lemh-slwln-etb3k-dalt9-5ds5p-55g6e-rrmes-dt3rd-ngm3w-jpdh8-3s8gf-jndll-cpfjj-x29gp-r94ar-ppfy2-thltm-cske4-az5mf-s5an2-wdnwg-9f6ej-jlebc-yfcwx-b3zns-5n6xm-n7p77-6e43x-lek3e-s9fkd
ASIA,Kwonsooksoo,https://www.anti-a.org/food/tw/gu-wang-3gl6h-9lemh-slwln-etb3k-dalt9-5ds5p-55g6e-rrmes-dt3rd-ngm3w-jpdh8-3s8gf-jndll-cpfjj-x29gp-r94ar-ppfy2-thltm-cske4-az5mf-s5an2-wdnwg-9f6ej-jlebc-yfcwx-b3zns-5n6xm-n7p77-6e43x-lek3e-mdcwx
ASIA,"MUSO Co .,Ltd.",https://www.anti-a.org/food/tw/gu-wang-3gl6h-9lemh-slwln-etb3k-dalt9-5ds5p-55g6e-rrmes-dt3rd-ngm3w-jpdh8-3s8gf-jndll-cpfjj-x29gp-r94ar-ppfy2-thltm-cske4-az5mf-s5an2-wdnwg-9f6ej-jlebc-yfcwx-b3zns-5n6xm-n7p77-6e43x-lek3e
ASIA,天時福水產食品股份有限公司,https://www.anti-a.org/food/tw/anyong-freshmart-inc-h22es
ASIA,"Amari Spice Foods Co.,Ltd.",https://www.anti-a.org/food/tw/gu-wang-3gl6h-9lemh-slwln-etb3k-dalt9-5ds5p-55g6e-rrmes-dt3rd-ngm3w-jpdh8-3s8gf-jndll-cpfjj-x29gp-r94ar-ppfy2-thltm-cske4-az5mf-s5an2-wdnwg-9f6ej-jlebc-ghmwe
ASIA,FREEOCLOCK,https://www.anti-a.org/food/tw/gu-wang-3gl6h-9lemh-slwln-etb3k-dalt9-5ds5p-55g6e-rrmes-dt3rd-ngm3w-jpdh8-3s8gf-jndll-cpfjj-x29gp-r94ar-ppfy2-thltm-cske4-az5mf-s5an2-wdnwg-9f6ej-jlebc
ASIA,船井生醫股份有限公司,https://www.anti-a.org/food/tw/agv-lwgxl-984yx-lrct8
ASIA,恩霖實業有限公司,https://www.anti-a.org/food/tw/hidekawa-domestic-soybean-products-2frgx-7az78-abyca-b5hhg-xlgf5-xfrf8-j9heg-mn8hf-w33ak
ASIA,禾乃川股份有限公司,https://www.anti-a.org/food/tw/hidekawa-domestic-soybean-products
ASIA,正純食品有限公司,https://www.anti-a.org/food/tw/sima-lnternational-co-ltd-yjdgt
ASIA,養聖有限公司,https://www.anti-a.org/food/tw/yong-xing-black-bean-soy-sauce-hnz4l
OCEANIA,The Bare Bite,https://www.anti-a.org/food/tw/gu-wang-3gl6h-9lemh-slwln-etb3k-dalt9-5ds5p-55g6e-rrmes-dt3rd-ngm3w-jpdh8-3s8gf-jndll-cpfjj-x29gp-r94ar-ppfy2-thltm-cske4-az5mf
OCEANIA,THE DECK BRINGTON,https://www.anti-a.org/food/tw/gu-wang-3gl6h-9lemh-slwln-etb3k-dalt9-5ds5p-55g6e-rrmes-dt3rd-ngm3w-jpdh8-3s8gf-jndll-cpfjj-x29gp-r94ar-ppfy2-thltm-cske4-nxjtf
ASIA,Thai Aree Food,https://www.anti-a.org/food/tw/gu-wang-3gl6h-9lemh-slwln-etb3k-dalt9-5ds5p-55g6e-rrmes-dt3rd-ngm3w-jpdh8-3s8gf-jndll-cpfjj-x29gp-r94ar-ppfy2-thltm-cske4
ASIA,芳茂企業股份有限公司,https://www.anti-a.org/food/tw/hidekawa-domestic-soybean-products-2frgx-7az78-abyca-b5hhg-xlgf5-xfrf8
ASIA,佳格食品股份有限公司,https://www.anti-a.org/food/en/king-of-beard-fm6zw-fkz2l
ASIA,泰欣健康生活事業有限公司,https://www.anti-a.org/food/tw/cao-vien-pure-birds-nest-cgtrf-zzpdx-5rczd
ASIA,德高實業股份有限公司,https://www.anti-a.org/food/tw/cao-vien-pure-birds-nest-cgtrf-zzpdx
ASIA,寶之川股份有限公司,https://www.anti-a.org/food/tw/hidekawa-domestic-soybean-products-2frgx-7az78-abyca-b5hhg-xlgf5
ASIA,葡萄王生技股份有限公司,https://www.anti-a.org/food/tw/hidekawa-domestic-soybean-products-2frgx
ASIA,新普利股份有限公司,https://www.anti-a.org/food/tw/cao-vien-pure-birds-nest-cgtrf-cpcwy
TAIWAN,魔咕飲國際生技有限公司,https://www.anti-a.org/food/tw/cao-vien-pure-birds-nest-3jmmk
TAIWAN,佳格食品股份有限公司,https://www.anti-a.org/food/tw/hidekawa-domestic-soybean-products-2frgx-7az78
ASIA,今盛興業有限公司,https://www.anti-a.org/food/tw/cao-vien-pure-birds-nest
ASIA,新普利股份有限公司,https://www.anti-a.org/food/tw/cao-vien-pure-birds-nest-cgtrf
ASIA,布萊恩食品手作坊,https://www.anti-a.org/food/tw/angel-bubbles
ASIA,你最蒸粿坊,https://www.anti-a.org/food/tw/gu-wang-3gl6h-9lemh-slwln-etb3k-dalt9-5ds5p-55g6e-rrmes-dt3rd-ngm3w-9s9y4-xb6fy-j4dbn-46e3t-xb7ez-sjy35-yk5fz-7nxzj-asaah-wx9t9
